,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,64.879997,64.879997,63.389999,64.529999,61.32959,845000
1,2016-01-05,64.57,65.400002,64.110001,64.459999,61.263069,525600
2,2016-01-06,63.619999,63.830002,62.389999,62.77,59.656879,505500
3,2016-01-07,61.630001,62.290001,60.75,60.959999,57.936646,613600
4,2016-01-08,61.299999,61.709999,59.619999,59.77,56.805676,675700
5,2016-01-11,60.02,60.450001,58.98,59.490002,56.539555,562700
6,2016-01-12,59.959999,60.439999,59.330002,60.110001,57.128815,521100
7,2016-01-13,60.529999,60.689999,58.66,58.810001,55.89328,513400
8,2016-01-14,59.799999,60.939999,59.040001,60.23,57.242855,929400
9,2016-01-15,60.419998,60.419998,56.66,58.68,55.76973,1231500
10,2016-01-19,60.049999,60.209999,57.279999,58.009998,55.13295,1000000
11,2016-01-20,57.549999,58.040001,55.529999,57.41,54.562725,1355200
12,2016-01-21,57.439999,57.77,55.759998,57.209999,54.372639,1152600
13,2016-01-22,58.150002,60.130001,58.130001,59.959999,56.986248,1086900
14,2016-01-25,59.689999,60.349998,58.830002,59.189999,56.254433,1114700
15,2016-01-26,59.040001,60.119999,58.779999,59.939999,56.967239,638000
16,2016-01-27,59.68,60.57,59.369999,59.73,56.767647,711800
17,2016-01-28,60.060001,60.169998,58.759998,59.220001,56.282951,668100
18,2016-01-29,59.529999,60.650002,59.169998,60.560001,57.556488,677700
19,2016-02-01,60.0,60.740002,59.529999,60.450001,57.451946,982600
20,2016-02-02,59.950001,59.950001,58.310001,58.73,55.817249,1217300
21,2016-02-03,59.389999,59.490002,57.700001,59.380001,56.435017,897500
22,2016-02-04,59.32,60.970001,59.220001,59.799999,56.834187,542800
23,2016-02-05,59.830002,60.349998,56.009998,56.27,53.479252,1627200
24,2016-02-08,55.380001,55.880001,52.950001,53.77,51.103233,2161000
25,2016-02-09,53.330002,54.950001,53.189999,54.279999,51.587944,1425700
26,2016-02-10,54.810001,56.52,54.41,54.849998,52.129673,1245900
27,2016-02-11,56.189999,58.77,54.450001,56.740002,53.925941,2540800
28,2016-02-12,58.09,58.869999,57.169998,57.5,54.648254,1869100
29,2016-02-16,58.380001,58.810001,56.880001,58.5,55.598656,1177600
30,2016-02-17,58.900002,59.549999,58.43,58.810001,55.89328,1186300
31,2016-02-18,59.09,59.400002,58.380001,58.59,55.684193,987300
32,2016-02-19,58.5,58.799999,57.970001,58.759998,55.84576,2485200
33,2016-02-22,58.759998,61.43,58.759998,61.07,58.041195,988400
34,2016-02-23,60.799999,62.0,60.529999,61.110001,58.079216,742900
35,2016-02-24,60.450001,62.77,60.009998,62.630001,59.523815,1014800
36,2016-02-25,62.720001,63.869999,60.599998,63.799999,60.635807,912100
37,2016-02-26,64.0,64.5,63.130001,63.880001,60.71183,748800
38,2016-02-29,63.919998,64.239998,62.939999,63.0,59.875477,1127900
